X,CH1,
Second,Volt,
1.63070e-02,-3.20e+01,
1.65070e-02,-3.12e+01,
1.67070e-02,-3.12e+01,
1.69070e-02,-2.88e+01,
1.71070e-02,-2.88e+01,
1.73070e-02,-2.56e+01,
1.75070e-02,-2.56e+01,
1.77070e-02,-2.24e+01,
1.79070e-02,-2.24e+01,
1.81070e-02,-1.92e+01,
1.83070e-02,-1.92e+01,
1.85070e-02,-1.60e+01,
1.87070e-02,-1.52e+01,
1.89070e-02,-1.20e+01,
1.91070e-02,-1.12e+01,
1.93070e-02,-8.00e+00,
1.95070e-02,-6.40e+00,
1.97070e-02,-1.60e+00,
1.99070e-02,-2.40e+00,
2.01070e-02,8.00e-01,
2.03070e-02,8.00e-01,
2.05070e-02,5.60e+00,
2.07070e-02,5.60e+00,
2.09070e-02,9.60e+00,
2.11070e-02,8.80e+00,
2.13070e-02,1.36e+01,
2.15070e-02,1.28e+01,
2.17070e-02,1.68e+01,
2.19070e-02,1.68e+01,
2.21070e-02,2.08e+01,
2.23070e-02,1.84e+01,
2.25070e-02,2.40e+01,
2.27070e-02,2.40e+01,
2.29070e-02,2.72e+01,
2.31070e-02,2.72e+01,
2.33070e-02,3.44e+01,
2.35070e-02,2.96e+01,
2.37070e-02,3.12e+01,
2.39070e-02,3.12e+01,
2.41070e-02,3.28e+01,
2.43070e-02,3.36e+01,
2.45070e-02,3.44e+01,
2.47070e-02,3.44e+01,
2.49070e-02,3.52e+01,
2.51070e-02,3.60e+01,
2.53070e-02,3.44e+01,
2.55070e-02,3.52e+01,
2.57070e-02,3.44e+01,
2.59070e-02,3.44e+01,
2.61070e-02,3.28e+01,
2.63070e-02,3.28e+01,
2.65070e-02,3.12e+01,
2.67070e-02,3.28e+01,
2.69070e-02,2.96e+01,
2.71070e-02,2.96e+01,
2.73070e-02,2.72e+01,
2.75070e-02,2.64e+01,
2.77070e-02,2.48e+01,
2.79070e-02,2.40e+01,
2.81070e-02,2.00e+01,
2.83070e-02,2.00e+01,
2.85070e-02,1.68e+01,
2.87070e-02,1.60e+01,
2.89070e-02,1.28e+01,
2.91070e-02,9.60e+00,
2.93070e-02,1.28e+01,
2.95070e-02,8.00e+00,
2.97070e-02,4.00e+00,
2.99070e-02,4.00e+00,
3.01070e-02,0.00e+00,
3.03070e-02,0.00e+00,
3.05070e-02,-4.00e+00,
3.07070e-02,-4.80e+00,
3.09070e-02,-8.00e+00,
3.11070e-02,-8.00e+00,
3.13070e-02,-1.28e+01,
3.15070e-02,-9.60e+00,
3.17070e-02,-1.60e+01,
3.19070e-02,-1.60e+01,
3.21070e-02,-2.00e+01,
3.23070e-02,-2.08e+01,
3.25070e-02,-2.72e+01,
3.27070e-02,-2.40e+01,
3.29070e-02,-2.56e+01,
3.31070e-02,-2.64e+01,
3.33070e-02,-2.88e+01,
3.35070e-02,-2.88e+01,
3.37070e-02,-3.12e+01,
3.39070e-02,-3.12e+01,
3.41070e-02,-3.20e+01,
3.43070e-02,-3.28e+01,
3.45070e-02,-3.36e+01,
3.47070e-02,-3.36e+01,
3.49070e-02,-3.44e+01,
3.51070e-02,-3.44e+01,
3.53070e-02,-3.36e+01,
3.55070e-02,-3.44e+01,
3.57070e-02,-3.36e+01,
3.59070e-02,-3.36e+01,
3.61070e-02,-3.28e+01,
3.63070e-02,-3.44e+01,
3.65070e-02,-3.12e+01,
3.67070e-02,-3.12e+01,
3.69070e-02,-2.72e+01,
3.71070e-02,-2.88e+01,
3.73070e-02,-2.64e+01,
3.75070e-02,-2.56e+01,
3.77070e-02,-2.40e+01,
3.79070e-02,-2.24e+01,
3.81070e-02,-2.00e+01,
3.83070e-02,-2.08e+01,
3.85070e-02,-1.60e+01,
3.87070e-02,-1.60e+01,
3.89070e-02,-1.20e+01,
3.91070e-02,-1.12e+01,
3.93070e-02,-8.00e+00,
3.95070e-02,-8.00e+00,
3.97070e-02,-3.20e+00,
3.99070e-02,-3.20e+00,
4.01070e-02,0.00e+00,
4.03070e-02,8.00e-01,
4.05070e-02,4.00e+00,
4.07070e-02,0.00e+00,
4.09070e-02,8.80e+00,
4.11070e-02,8.80e+00,
4.13070e-02,1.28e+01,
4.15070e-02,1.36e+01,
4.17070e-02,1.68e+01,
4.19070e-02,1.68e+01,
4.21070e-02,2.00e+01,
4.23070e-02,1.68e+01,
4.25070e-02,2.40e+01,
4.27070e-02,2.40e+01,
4.29070e-02,2.64e+01,
4.31070e-02,2.64e+01,
4.33070e-02,2.88e+01,
4.35070e-02,2.88e+01,
4.37070e-02,3.28e+01,
4.39070e-02,3.12e+01,
4.41070e-02,3.28e+01,
4.43070e-02,3.28e+01,
4.45070e-02,3.52e+01,
4.47070e-02,3.44e+01,
4.49070e-02,3.52e+01,
4.51070e-02,3.60e+01,
4.53070e-02,3.44e+01,
4.55070e-02,3.60e+01,
4.57070e-02,3.44e+01,
4.59070e-02,3.44e+01,
4.61070e-02,3.28e+01,
4.63070e-02,3.36e+01,
4.65070e-02,3.12e+01,
4.67070e-02,3.20e+01,
4.69070e-02,2.88e+01,
4.71070e-02,3.04e+01,
4.73070e-02,2.64e+01,
4.75070e-02,2.80e+01,
4.77070e-02,2.40e+01,
4.79070e-02,2.40e+01,
4.81070e-02,1.76e+01,
4.83070e-02,2.00e+01,
4.85070e-02,1.68e+01,
4.87070e-02,1.68e+01,
4.89070e-02,1.28e+01,
4.91070e-02,1.68e+01,
4.93070e-02,8.80e+00,
4.95070e-02,9.60e+00,
4.97070e-02,5.60e+00,
4.99070e-02,3.20e+00,
5.01070e-02,0.00e+00,
5.03070e-02,0.00e+00,
5.05070e-02,-3.20e+00,
5.07070e-02,-4.80e+00,
5.09070e-02,-8.00e+00,
5.11070e-02,-4.80e+00,
5.13070e-02,-1.28e+01,
5.15070e-02,-1.28e+01,
5.17070e-02,-1.60e+01,
5.19070e-02,-1.68e+01,
5.21070e-02,-1.92e+01,
5.23070e-02,-1.92e+01,
5.25070e-02,-2.32e+01,
5.27070e-02,-2.40e+01,
5.29070e-02,-2.64e+01,
5.31070e-02,-2.64e+01,
5.33070e-02,-2.88e+01,
5.35070e-02,-2.88e+01,
